UID,VERDICT
8dd1e43684a60cb36598795230489ce514b62380,0
31fc05d806b3afd6b50fc57f4ad0d7931d5f6281,0
f4ff6d9485acba9700c2c8b00a1082593459ce28,1
9451bc7328f12274de1db918fb05cfe42c14e71e,1
07a0343525fc089e6938f5f14300264ad50f53b8,0
1919e4992f9424449c7bc43d02b2bffa3006589c,0
48051258e6b64dabb55e29d901431e427116d40a,0
4e068f4fab5dded0e3d03a6d0e9b0ab6c24e29ba,1
bb529d6c0bab845cf4e56d24534af4400c198262,0
32e5e90aab5b907e1a72e376b3b3400c5d9e0f79,0
6d391bc4eab5821ba06bd7816b08533969cef984,1
3dcead96f2ba79049207b1e55ef36d5d42fbe414,1
cfb276e172714751290266511784ae1eaf3b7f8e,1
f70ae4428be8b7d6edcea408e6abcbabd8579ca5,1
34b3eda7c3ba333cbf9960b6d1b49f21eed04922,0
bfed0bd90f702d2f8a0785b11fc679d959e25f37,1
088d4ef70ad187ee68ed089db55b6c579b995c3b,1
80ec841bb0c88438fcb60f17c6c4b024c3873605,0
5dec8a48b40657e8371056cdfda760e8b1d3e297,1
f5260caef667292f6d010643ee6ada0a65496da8,1
6da1b5bf8d3e22343bb6af4c7dd9fb9ecb7ad94c,1
80199b6cdc4c3dbd999ea34f9b74d03a6a07f267,1
6c56ca08524820838dfc55b747a65b887e1c37e6,1
684996f223ed7d09da94887054e9f3680df573dd,0
a84b16f9e409f97f8a9475c06f4ab95afa96e347,0
a4688ae71333ac19f982882bd73e4550a843d357,0
a600b30d96c4c4c348f6e91c20460fd6958f8b32,1
77d92cff58e14fb2bfd7c7e34750dca01b1cc481,1
d01abde416ed4e464ebe6ebb49c51513ec0a5b04,1
d228a228746a5e83dc056ef965ca28881a1cb8e2,1
01b28f938604d1ccf6c43456a4bdff595fffdf54,0
984f8a6f996b7f292863d5efa68c8c5487cefca2,1
bee471760e53008cffefafdd285ddf1154362f3a,1
8dc329c4b6a96c3dbc45612e1b48d44067aaf534,0
681989c8e1747bb8cf7b1d0deae5ff1f13b662fa,0
8b82d1766e6a48a35058c1c8de7c003c4c00fb21,0
f4e866bc9a372b3e8f66f422f4f4b29fd9434d52,0
b3c26a19964ce63d6a85d280f9a2c2230e6e894f,0
b19f3e32a3d445ec681cb3457c56790182d310a5,1
9b293d25d84e95c24ab8d7ed8f14f6e566a7dcd8,0
4194cda7cc88b585a2ddd16118a6ed3eb1caf6b2,1
3f54a49df5aba57d5d47a9764ae33213520bca48,0
775d28c2ce1b5f6ed42fbfecc702b304142071e7,0
20a2d952261838000758b8aae181dadbbbd188b6,0
7bb783f4f8debe5197e2057e2d3cdddaf3668b46,0
8aa382d3f523e672df723c77a9326c58e9dade73,1
553cc9c0e8a820a74dfef529d5687dcb6e30309d,0
50e6d4e9ba5e5eb33e086fbf24c3498518c2e178,1
9f381f126818d0adaf56b9775feedf9f9469562d,0
bedbcaa90fd68ac0a05415a607576ca32fbc45bb,1
f778848f111bfa6744f190b29379ee4890881712,0
616fb33ad904d38a37dd85b5425cd03766a1422e,0
7b43dce8786a25eec9cbf9e5873f796966efea8d,1
4398864d22df0a222a3c3e781bcffede9776f684,1
e2cd47698a4b8685a53e31b305194fa2ff8697f9,1
3e14586bdd10f8dc2eda3ab1c89fcf9375fc4547,0
3db0da4eb3ca32d24efd2d2d977f01838cf1141c,1
89bf5fdce0640e2da033b2eb01676d617f6ade50,0
4aa18e1002c46de1ced33ae91d5683b82db84e3e,1
8da312781260171b013a7d81291072f9cfb346ce,1
66a37bddf747b3306d3f2d1c1bcbb63ef4a89f53,1
434b77f5df4b33e3db0d385c7cf111f5914b31f6,0
723763aa0398057a8e5a1acbee6b26f6e2bf85bc,0
aa3dc6625193e0aad311d37ed27e4789bf0d7750,0
81d1a8901ea5941b3298755aff441bb8713bfaf3,1
416d28fd6406e4c3777a8c1a1035909b5a833c01,1
bd9e92ca30e1597ef27191b7f83208549d4f3219,0
984196d23c23c02d0eb6fb63e9cecbdd02852c04,0
44ada8698bdc4887de0379993208d0863a9a238a,1
977f70d083f44f26819a02fece9890707e20b95c,1
0aa0b7cc60173a7627981f39ad14d40f36ed0a88,1
b37e269bf004f72d783d787f39e2b196b0d311e1,1
ba28e1690d102aa725a606d12db4bdc81cd8aa65,1
3d2d9f48e968ee30d89428063792030124e62b26,1
88bddf1ccd1b0729a7d91f75b2787dd44404063e,0
0c1e59bf04361363f310955b47a8d9f134bce13a,1
ee7cdc9621124df7c5a0bc934e6a8d6baa35b9ba,0
c32d1490699649aa5b38a6440177b73eae4570a6,1
23a54c11b5f16c7c580e286738924c6c5d17e0d6,0
b0f8cfe24c8c60a59899c4cb7f7dc4e1d4184636,0
7272bb6d69ebc566581e29250275782af078370e,1
84ed59e37a2cf4fd2b860f24c5fe9978a429167b,1
53e7cbe77c6db4ba7ded7840d7269017849b8805,1
20f22f0a4917fa35fa260ffb03fdbffca7d524c6,1
f99b36519e8f49b7483da3b80a65b40bc9205acb,0
e4ed732530ca328c5fa33d542564cab3d4babc7f,0
0bfa95f97c79cac6a403c11d304189a494b17ba1,0
9bee1336b6801606851f84a134ff5d343d74a62e,0
94e2bbaf3106c1ad163012602d873cfa899b7a92,1
d7ee185c4eee4a07247218b0b93b01e93661e30c,0
b821ad8a28d7e04812c494e93a462a59e2816e00,0
a1c64a7598e6916bae3f5b251071ea212fc65966,0
2bd88b5bb94b1d496e5949511aaf306dd9e3b275,1
fb9d706fe2907bc0e4bf4b02f0bc5ee720a84693,0
fd386ddf61517039191f46b6a89a518e2a171440,1
927d647c4b11976d04f4ebfb935443f6b299eb1f,1
5771fa993f9d14a344e157095455057020faa065,0
071475b7ba8622f1f7005d2e322f8f25ed82ab0d,0
67a137be50923a6ac6bf1fb2aa860e85d4708a50,1
613dac2e1ae6f404854527803b9b85f17954a437,1
537b27c2f874afbfb891fc906130d0168e3b9f19,1
21f0878b8e6d2374c376e53b3c5491aa61168cc4,0
bc018b7d773270fb50633df101b9fd1af0cf8698,0
5db8ebfc987b4890d87061154a4b6ee1f674248f,1
cdbe3d5c20413ddd61294b9e1eafc050477aecbd,0
076716d007c24919885159811491961cd4807d4a,0
0e736a6e12842ca7f66a1e6d03f31bbe26a6b312,0
38fe2b97ccffab9edd0b876b5e7325162bc042e7,1
e11cfd68870b30cd30a65ed8603e5e9a1d2c4d42,0
a9724ebd73d03ecfefee50798dd2e228d65cddf5,0
518fe2bbcf70f7f6a46476aa134bf5f7e1ccba94,0
41a7065990d27cc73731f9e4157f89d796ca71fa,0
1a2f28b5f0412d31a2ac98b8244a9b9e7bc45c2f,1
7ea31c2f6de4fbe3862475c2c71ebd3402953d57,1
14edcb63006010427051742bdc32c50f99a9c9ee,1
1424a4c5ab5163bb1f65941ba9399d5e976da072,0
a79a9a31b8ffefbd40d15c4529fcfd9f543b76ab,1
cef73b0f0bf5d30bd33c0f35de1344f277d969ac,0
b403d2244bc2b78c215fbfe62ef1f4785a411830,1
66afe13addfc6b40cf1ebdccf52306b4be91ad56,0
c8ceb0b04703f17a39625479c03a907022ce18d2,1
34b7db3f8eb55181a9679d6b980a6160a977305c,0
7f3475a60a391f4fd30e76ef19a634ab7245ed27,1
52f2192d67247768475b654dd66e2a66d4a7d604,0
7a71441fb0f5ebf1c67f2602edbb5668c3d82f2c,0
5681e01de84e59245ff66291d1e329cd743e80f5,0
182a3d430cabdaf4ebc421635d0000db57506b2f,1
0a64bf3cafc6541c72f07553652316b4ab90b447,0
2f92cfb80cc883be325b628c5ea90770fef1db66,0
2fbcf79e7f1597c9d35745538f4fb663bf9186d4,1
122e2c63f7473c265f47118b3a56905c1839cd52,0
512690a57a82444551f7689c796f95064613d49a,0
a3f2523132e3bda1e705d8a21307a90d1a2161dc,1
2e4af0cbbcd731c3c3b997c81d192c449db4910d,0
8d27cbe33d6174cafc4fd1823bf14e7f69cf35a5,1
0f909e471b1d9484363b5415a884c5665ddfcfe6,0
9b3b9c423de11736cb2f55dce3184fde97f04f0f,0
fb9fa66800d54d594d703e1fe6aad75f005f968a,1
c2b8b2ad48c84663c0dbfe85906fdfe5b5b8e8e7,1
90d2975f46a507bff46763888dece131e0ff4b42,1
e0756e9a89e81fbc3b06c82f2a3cf76d098becb4,0
298c8463eef079b7b153b95a38da9c0f1b1a012b,1
21e9c4c650f2b3a0afcfde519b8ac1949c0bcee5,1
691de6fe8ab92104a090e2c3e68a4456cbb9ee9a,1
964fdf275bd54545fe9865719fd74b18d86e147f,1
f347c2e07b0659797b2780b6a3e347cf900de45d,0
b3ea579bcf7b9603d11e5c7540bd427afb052ca9,1
c81472a0cd7183709c3ca8b2fae295cfe650ef5d,1
d735b7025ca09833c0f1a20dd8b7861399fac386,1
66933cc3ff5f7e124d39cd571fc4a844b96471c2,0
93540326b088ee64f02d5703df5fdffab02d3130,1
909e53bf612f624a89ce8d39587b59898f4203e6,1
f7355ca4b6680773f354efcc16173be0fe13a3ab,0
0d31a214af64643e1c0149a0a6235964397c6d37,1
3f20ba1432dbdfc50b19938b61833ab4f57ed686,1
de791191b11f2dd204983ca3224076fb87311cac,0
562736239ff24a080e28d084191792982a6d069e,1
dfebe02cc760b1e75ba8ef1cc4bd1a08ace73cbd,1
2ba491354647ec82a5f9b4522da5161a7efae0b0,1
a926ea65be40b5ce04cab5c7260a015db20966a3,0
c8087d90b881abb68b9872ef5a745a58b21057e7,0
69c339af5532daed6afc957bb02ccb23d0781903,0
ff585bd3f93b23b099d22446ba33857e40ab9130,0
bd2610e3b4a528dce5e82194c7e487226b9f3f6e,0
7ec25b2b3411344680dd3c7586a3ce6082d6529c,0
7d78b093bd9751e2dc5697ea28e04666da34780a,1
c66f72fd60764db340d7645e70c06045f944162f,1
5f0efaae9892d54a3b36e5630f184b5619d728be,1
157644c933e40fc60513c920b833d7d19879e281,1
3604f621987cfa1f08d99f599113214b2a1c1924,0
1a61fb2bfbedb00e561779feb6a05828ac6bc5b3,1
bdf932b562e35fdc7c2537deae95390a8add5555,1
54b0c69935efa9765d8ae73c10b6927d4c7f36c0,0
9bda03ca8392aded3290bdc4e28be7731711a626,0
b2f618b8026299247ff25f2bd0a2b9b4ef4c299d,0
583a02edce7cb29733758c9d7fddbd536aa95c71,1
0aa45748f479eb325daf48ea556b9227d3f29270,0
855018f797df6259b731ba341a591059862d4e2b,0
9b46bc118f87f18692e5bdc9be8927a19d8b3cea,0
1a8dfd5548d638e3592552a6fec4a60cfaaa80c2,1
aba56e72ac76bf4fed03ec5edd7928f9ee4fbdb6,0
3777dc92d36faea1374eaacc3cdb6a4940b75305,0
595dfd2c5516d8682145a0fdc90191cdda8c2ce7,1
e3c976cc4aead8ffc44270c53d1b249f4f3ffe09,1
093642f0345fa84f99d7a1424e2fe8b6c5ef5f9c,0
e7246b572ab269d845cf042874aa5f3f1c1d74cc,0
df61210033417412ec2c20258a941f176011ac76,0
107165b05a07194332d72ae07d14a9626495b426,1
b4d1b608a453eb46157c171483cff5ca25c9e663,0
839e284aa2358ce7b7802ae674ee4d2a17382dea,0
f78b5cfb6f55e0026d6a1d71aedd70e20c7d416c,0
d1c6c60eecc7e06c6b4671ef10f660e7a71cccf0,0
d87d58211d3fd80018efa9a24b4140ac4d4b83eb,0
305fa7e2cb6e3263db458c708ad38019490fc7df,0
63816d19e54cae5727eef0f3e9deb3685a35973f,0
a3f9b4e5bc0d38f1047b135ee0c879ef5bfbc9e6,0
170b50b6a81bd474f77156df142e494c12292afd,1
a10e4a82ec019f5a9d247b0db591a2730578c237,1
f47605cf1ce694b7f9b38ca928dc641949021cdf,1
ec312391cc59a777888c78ca10cd43c872ea3bde,0
dc287a4fa621b596795b2b7a5000596c7e417886,0
8d9266934ad1104395a821a173d169eec6580afe,1
af4ccaa2e9292de69907e38a7cbab75ceb871bbf,1
8a3587add7267e9f7edb136d959adcc747f75eba,1
03291cbc6059296d14b86a0b84125cb1f7ac34bd,1
a3d48390c7240d81f8608f6fd66e4cd357fb7721,1
ad722709bbae47e9662c5a6ba603389272c37b5d,1
0cfb39b26b85a29775ff05710c92d831d4a7b966,0
f0649dd3e86daf0001cbe4963bd0970e860dbc9b,0
c2152b62d10f01135793d371ec279b5b411b5bca,0
88bf659be744d06118172e4aa82db2ce3e6d848c,0
d070119263f654bab4608f389e9c4f28706d64d5,0
b0daf0155848e710ae059824f119e0ba6d512b45,0
21e5fdca54021de24525f0736818ee103c6861b0,1
18434867666e5c900eff350f016331f5e7a60b76,0
8866fdb784c6e2ad8224e39b161707a8a62657df,1
f1d12aeb57734fea66588c0c6353c1685792eaba,1
11290b6f5454157829b99bdfcb8e3b58773d73fe,0
8c1e7aa616584fc01e74e9b6d58dd506601aaf6a,1
a6b1f5e83bb46b1132c095ca200aaff34abe375d,0
b440c069ee991d6437a3dd08d6bc2d0bcd4f9c42,1
84812eb1ffddec560cc50120fde6776c092a6996,0
dbd5b1876079ea621d87fa92f5f8c915633b5fa3,1
9100b03045807a42aeb36c88262ebe110552a5f2,0
f5887696861bcb047e10823b131e8496a983e6e4,0
2c2b08d1663ead496f63619b5d5dd861664c11b5,0
862ccccd25fdd2bfec224f1f1ad1ad19aae436b7,1
ca90164113794ad00be817765cbd695894fcfca8,0
3e5fb4df57772d439c3dbdf9189fefb9131da6e9,0
73d7057645275cdf7e58c4e21de73dc2ead22483,1
909954bf78b596dbb7b08b519f45964d498f2e80,1
32580e829f16e9d5684dfdbfeb7b8ccbeb64106d,1
fdc3696620e6d78ded35448c3ce0d1b234e66682,1
8474f547f5667e5094272d797ebc35dccaac353a,0
18a0b545dd8fdee9218f50f455cdd446c1af7f12,1
60fe2b29e6ef5ff9a3fa774f725ea6ac37e1890f,1
9e2bcf1e9f4afd02c39cad7c57e558490e022082,0
283fe46288f0e78490d9cd4a4cd1cc60da6d4e8e,1
429a9af936e5b7459dcf7c168f585d4d532c6ee9,0
ff04e50c1f773f5255d219aa0a3ada22d5b2e371,0
bedac49c98569c060bafe0942f1b93b234512062,0
9ab83ef5d7ccf8e56d7f8f4637e327536eec111a,1
2eb71037bcda4c4e53a1779b6b18e9a1b07aa86f,0
dd2a0e8fd8c8e9dcac49305de41e858dd7d594b1,1
0bc48e90f07a4faee265b7fdbe0365686d299d29,1
663ccead3336b831fd8f33e1cb3733bc60c1af21,0
